phishing,url,url_len,host_len,path_len,query_len,is_https,count_dots,count_hyphen,count_at,count_qm,count_eq,count_slash,count_double_slash,count_digits,has_ip,has_shortener,has_keyword,subdomain_len,domain,suffix,domain_entropy,domain_age,days_to_expire,registration_length
1,https://www-coursier-urgent.com/as.php,38,23,7,0,1,1,2,0,0,0,3,0,0,0,0,0,0,www-coursier-urgent,com,3.6753108689123635,41,323,365
1,https://brt-it.online/pay,25,13,4,0,1,1,1,0,0,0,3,0,0,0,0,0,0,brt-it,online,3.238901256602631,34,331,365
1,https://00-lhvpromt.com/LHV/,28,15,5,0,1,1,1,0,0,0,4,0,2,0,0,0,0,00-lhvpromt,com,3.506890595608519,177,187,365
1,https://new.express.adobe.com/webpage/Ohdj40xELiIza,51,21,22,0,1,3,0,0,0,0,4,0,2,0,0,0,11,adobe,com,3.594465636961452,14224,201,14425
1,https://biglobewemail3s.weebly.com/,35,26,1,0,1,2,0,0,0,0,3,0,1,0,0,0,15,weebly,com,3.6423714487439023,7152,152,7304
1,https://bit.ly/2210strp6,24,6,10,0,1,1,0,0,0,0,3,0,5,0,1,0,0,bit,ly,2.584962500721156,6371,2394,8766
1,https://docs.google.com/presentation/d/e/2PACX-1vQTw86OtR2MusBIPiwMTXlVJZEknChC44rYd1_gWoR7_sUIlxyK_5SYQIMC6_srf6fxXly_eWcg3Tk4/pub?start=false&amp;loop=false&amp;delayms=3000,175,15,108,43,1,2,1,0,1,3,7,0,18,0,0,0,4,google,com,2.9735572622751856,10269,1052,11322
1,https://mans-vid.firebaseapp.com/,33,24,1,0,1,2,1,0,0,0,3,0,0,0,0,0,8,firebaseapp,com,3.8868421881310113,4760,352,5113
1,https://inform-01.firebaseapp.com/,34,25,1,0,1,2,1,0,0,0,3,0,2,0,0,0,9,firebaseapp,com,3.9238561897747246,4760,352,5113
1,https://www.dropbox.com/scl/fi/esi0aslu9af40li56vxfw/BT.paper?rlkey=f2bfxph763ygpv7ffieexyf3v&dl=0,98,15,38,36,1,2,0,0,1,2,6,0,13,0,0,0,3,dropbox,com,3.139572261986723,11079,607,11687
1,https://westernsecurityonline.weebly.com/,41,32,1,0,1,2,0,0,0,0,3,0,0,0,0,0,21,weebly,com,3.7417292966721747,7152,152,7304
1,https://new.express.adobe.com/webpage/VTS1Gzp57X6Ir,51,21,22,0,1,3,0,0,0,0,4,0,4,0,0,0,11,adobe,com,3.594465636961452,14224,201,14425
1,https://site-m71481kq3.godaddysites.com/,40,31,1,0,1,2,1,0,0,0,3,0,6,0,0,0,14,godaddysites,com,4.195816471537619,4361,2578,6940
1,https://monex.sispro.mx/portal/public/index.php,47,15,24,0,1,2,0,0,0,0,5,0,0,0,0,0,5,sispro,mx,3.240223928941852,5738,104,5843
1,https://wwxhajudjgwjklckvzgs12.firebaseapp.com/,47,38,1,0,1,2,0,0,0,0,3,0,2,0,0,0,22,firebaseapp,com,4.5041206053780485,4760,352,5113
1,https://sites.google.com/view/webgxxhj/home,43,16,19,0,1,2,0,0,0,0,5,0,0,0,0,0,5,google,com,3.202819531114783,10269,1052,11322
1,https://docs.google.com/presentation/d/17RZVtwvajcTbQPeytpq-JHAnmGvSgYwj586ia6wNnto/pub?start=false&amp;loop=false&amp;delayms=3000,131,15,64,43,1,2,1,0,1,3,6,0,10,0,0,0,4,google,com,2.9735572622751856,10269,1052,11322
1,https://bit.ly/3J3i1Nn,22,6,8,0,1,1,0,0,0,0,3,0,3,0,1,0,0,bit,ly,2.584962500721156,6371,2394,8766
1,https://prioritaire-transit.com/,32,23,1,0,1,1,1,0,0,0,3,0,0,0,0,0,0,prioritaire-transit,com,3.44726249944121,31,333,365
1,https://jgsktcfvnv.weebly.com/,30,21,1,0,1,2,0,0,0,0,3,0,0,0,0,0,10,weebly,com,4.011365041826379,7152,152,7304
1,https://metafb-442nf3o.firebaseapp.com/,39,30,1,0,1,2,1,0,0,0,3,0,4,0,0,0,14,firebaseapp,com,4.031401845392172,4760,352,5113
1,https://sites.google.com/view/bvbvbjhh/accueil?authuser=9,57,16,22,10,1,2,0,0,1,1,5,0,1,0,0,0,5,google,com,3.202819531114783,10269,1052,11322
1,https://docs.google.com/presentation/d/e/2PACX-1vSRkK2daKhIRgIU60pTLgovCvXxSsc1y5TTuG7Iagh08tKQkM5Dl5U7kphKpfEgDChDO-EhOF0a3Jc1/pub?start=false&amp;loop=false&amp;delayms=3000,175,15,108,43,1,2,2,0,1,3,7,0,20,0,0,0,4,google,com,2.9735572622751856,10269,1052,11322
1,https://abacus-oo-niku-shiki.firebaseapp.com/,45,36,1,0,1,2,3,0,0,0,3,0,0,0,0,0,20,firebaseapp,com,3.9403510429286897,4760,352,5113
1,https://www.dropbox.com/scl/fi/hn8jf6ea8jk7a8s2dv7md/Btconnect.com-email-security.papert?rlkey=l8yn9up10vt6xdxc2dx27jlig&dl=0,125,15,65,36,1,2,2,0,1,2,6,0,16,0,0,0,3,dropbox,com,3.139572261986723,11079,607,11687
1,https://www.smbs.verify.co.jp.index.dokks325.help/ja/,53,41,4,0,1,7,0,0,0,0,4,0,3,0,0,1,27,dokks325,help,4.286426468986532,13,352,365
1,https://web3-connect-wallet.webflow.io/,39,30,1,0,1,2,2,0,0,0,3,0,1,0,0,0,19,webflow,io,3.6565647621309543,4555,923,5479
1,https://docs.google.com/presentation/d/e/2PACX-1vRm_ybqDxXjwOFGpnzB2rXA5y7xX9YA9aNSBjMby7N2zLZb68MYwlISL68OwlFDtTEZ4bRZuxmfaimC/pub?start=false&amp;loop=false&amp;delayms=3000,175,15,108,43,1,2,1,0,1,3,7,0,18,0,0,0,4,google,com,2.9735572622751856,10269,1052,11322
1,https://docs.google.com/presentation/d/1FSyUR9raCqkUKYbajtn-mmjcAvri9SBizysx-6PcNFE/pub?start=false&loop=false&delayms=3000&slide=id.p,134,15,64,46,1,2,2,0,1,4,6,0,8,0,0,0,4,google,com,2.9735572622751856,10269,1052,11322
1,https://docs.google.com/presentation/d/e/2PACX-1vRIYe2gzRqx7JYo16SYjVb2uPBFCt5dY-bfzO6D2G_DdiKcPmj4A_NtV7wFuL3J6KyEru-TF72mhXUY/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,190,15,108,58,1,2,3,0,1,4,7,0,20,0,0,0,4,google,com,2.9735572622751856,10269,1052,11322
1,https://syneragrisystem.firebaseapp.com/,40,31,1,0,1,2,0,0,0,0,3,0,0,0,0,0,15,firebaseapp,com,3.808719697344071,4760,352,5113
1,https://docs.google.com/presentation/d/e/2PACX-1vQCIZ0c4Y3wGjiABJIIu7VOOguuqqanLxczTeDToWaXxaqs6lfw9X3KHiMG5LFnKEO2KbSEXN4YG03b/pub?start=false&amp;loop=false&amp;delayms=3000,175,15,108,43,1,2,1,0,1,3,7,0,18,0,0,0,4,google,com,2.9735572622751856,10269,1052,11322
1,https://ariteger.com/wp-includes/css/2023/,42,12,22,0,1,1,1,0,0,0,6,0,4,0,0,0,0,ariteger,com,3.2516291673878226,7215,89,7305
1,https://share.hsforms.com/1j5Ew6mLISgq4-OXM5RiyMAt4crd,54,17,29,0,1,2,1,0,0,0,3,0,6,0,0,0,5,hsforms,com,3.2195282822995472,4422,325,4748
1,https://q-r.to/bfao9u,21,6,7,0,1,1,1,0,0,0,3,0,1,0,0,0,0,q-r,to,2.584962500721156,5017,2287,7305
1,https://new.express.adobe.com/webpage/XdWamMZoBiLcz,51,21,22,0,1,3,0,0,0,0,4,0,0,0,0,0,11,adobe,com,3.594465636961452,14224,201,14425
1,https://new.express.adobe.com/webpage/g7omBpyUzGS58,51,21,22,0,1,3,0,0,0,0,4,0,3,0,0,0,11,adobe,com,3.594465636961452,14224,201,14425
1,https://docs.google.com/presentation/d/e/2PACX-1vR_fqzmGIJbeH7WgvOD_5p2WxwUy8dj-N6FipNPOAKQV8tlffhryzAskgGUgxR-lmwcPdOrmJ5uXxx5/pub?start=false&loop=false&delayms=3000&slide=id.p,178,15,108,46,1,2,3,0,1,4,7,0,14,0,0,0,4,google,com,2.9735572622751856,10269,1052,11322
1,https://us6.campaign-archive.com/?u=0a7f87eb39e4bc431c0cd891d&id=dadb874d07,75,24,1,41,1,2,1,0,1,2,3,0,20,0,0,0,3,campaign-archive,com,3.938721875540867,6872,2258,9131
1,https://verta-ppart.firebaseapp.com/,36,27,1,0,1,2,1,0,0,0,3,0,0,0,0,0,11,firebaseapp,com,3.661932872373582,4760,352,5113
1,https://q-r.to/bfHdaz,21,6,7,0,1,1,1,0,0,0,3,0,0,0,0,0,0,q-r,to,2.584962500721156,5017,2287,7305
1,https://home-nomura.ywgykj.cn/,30,21,1,0,1,2,1,0,0,0,3,0,0,0,0,0,11,ywgykj,cn,3.916126946588284,613,117,731
1,https://tinyurl.com/23852oen,28,11,9,0,1,1,0,0,0,0,3,0,5,0,1,0,0,tinyurl,com,3.4594316186372973,8674,1187,9862
1,https://abbb3g.weebly.com/,26,17,1,0,1,2,0,0,0,0,3,0,1,0,0,0,6,weebly,com,3.381580488309163,7152,152,7304
1,https://367b6313-2b32-47dc-96e6-6c230801acdc.usrfiles.com/ugd/367b63_b6dbef95ef594eb99a2c69c40ba0cfd0.pdf,105,49,48,0,1,2,4,0,0,0,4,0,42,0,0,0,36,usrfiles,com,4.317081090534108,4537,210,4748
1,https://bit.ly/Companybit,25,6,11,0,1,1,0,0,0,0,3,0,0,0,1,0,0,bit,ly,2.584962500721156,6371,2394,8766
1,https://abracadabra-walet.blogspot.com/,39,30,1,0,1,2,1,0,0,0,3,0,0,0,0,0,17,blogspot,com,3.739572261986723,9218,277,9496
1,https://docs.google.com/presentation/d/e/2PACX-1vR8Sp7FLzp17Jp47wME57x_eqZZU0f-_kXkwGzga-FwJMtfypnV64qb_tquTd-dhQ9w8JkxrJKjSRc6/pub?start=false&amp;loop=false&amp;delayms=3000,175,15,108,43,1,2,4,0,1,3,7,0,20,0,0,0,4,google,com,2.9735572622751856,10269,1052,11322
1,https://btvooimal.onepage.me/,29,20,1,0,1,2,0,0,0,0,3,0,0,0,0,0,9,onepage,me,3.5464393446710156,6081,492,6574
1,https://zaimbara.weebly.com/,28,19,1,0,1,2,0,0,0,0,3,0,0,0,0,0,8,weebly,com,3.5766176449086657,7152,152,7304
1,http://advartiso.com/Zn3pk,26,13,6,0,0,1,0,0,0,0,3,0,1,0,0,0,0,advartiso,com,3.3927474104487847,580,149,730
1,http://allegrolokalnie.oferta-1438569.icu,41,34,0,0,0,2,1,0,0,0,2,0,7,0,0,0,15,oferta-1438569,icu,4.256149238118269,62,303,365
1,https://new.express.adobe.com/webpage/WBm4538y6gtdf,51,21,22,0,1,3,0,0,0,0,4,0,5,0,0,0,11,adobe,com,3.594465636961452,14224,201,14425
1,https://docs.google.com/presentation/d/e/2PACX-1vSHupwE7TFINXJwN2fQ9Qmacnce24YIa7d09JkwXEfzFtz_lViD6OSkRTthMjOH6UsG4BuIFnwYRbVB/pub,131,15,108,0,1,2,1,0,0,0,7,0,13,0,0,0,4,google,com,2.9735572622751856,10269,1052,11322
1,https://www.bing.com/ck/a?!&&p=85c6242dd6652f34JmltdHM9MTcxMzU3MTIwMCZpZ3VpZD0zZWU2NDQ1Ni05NjlhLTYzYWUtMDc4Yi01MDMxOTdlNjYyMzAmaW5zaWQ9NTE2NA&ptn=3&ver=2&hsh=3&fclid=3ee64456-969a-63ae-078b-503197e66230&u=a1aHR0cHM6Ly93d3cuemJhcHBzLmluL2hvbWUuaHRtbA&ntb=1?verify=birdart@charter.net-06f204159369215d425560ff5e90240889df07dc,323,12,5,297,1,2,5,1,2,8,4,0,93,0,0,1,3,bing,com,3.0220552088742005,10864,94,10959
1,https://bafkreifeoimiarevgld3lpav2czzj22v5yoww2gsazw6qbyyiolvfehdfi.ipfs.dweb.link/,83,74,1,0,1,3,0,0,0,0,3,0,7,0,0,0,64,dweb,link,4.56891160324709,3167,119,3287
1,https://relay-fr-pickup.com/as.php,34,19,7,0,1,1,2,0,0,0,3,0,0,0,0,0,0,relay-fr-pickup,com,3.826874881864638,31,333,365
1,https://fixitwell.weebly.com/,29,20,1,0,1,2,0,0,0,0,3,0,0,0,0,0,9,weebly,com,3.5464393446710156,7152,152,7304
1,https://generalrisknew.k8s.optimizaclick.com/index/,51,36,7,0,1,3,0,0,0,0,4,0,1,0,0,1,18,optimizaclick,com,4.030493056757482,6341,232,6574
1,https://www.abcsubmit.com/view/id_1ftb3gemh_1ogg?utm=abcsubmit,62,17,23,13,1,2,0,0,1,1,4,0,3,0,0,0,3,abcsubmit,com,3.3371753411230767,2606,315,2922
1,https://l.wl.co/l?u=https://t.co/vwTFgcoSdI&s=401918&li=01e19a71-021c-4b74-9c84-3949fcf611df&e=3&unsubcribe=basutado@yahoo.com&p=ankthy6657808139778523777&id=KTLSMFLPPNQPCTVZIONZBCSERZRRBJKSTNCSCWTAWWNEVHOWXR&stpe=default,221,7,2,203,1,2,4,1,1,8,6,1,48,0,0,0,1,wl,co,2.2359263506290326,5663,1641,7304
1,https://q-r.to/Dgt7es,21,6,7,0,1,1,1,0,0,0,3,0,1,0,0,0,0,q-r,to,2.584962500721156,5017,2287,7305
1,https://client-vendredi-pickup.com/as.php,41,26,7,0,1,1,2,0,0,0,3,0,0,0,0,0,0,client-vendredi-pickup,com,3.8441065448145384,17,347,365
1,https://sweepstakes791.godaddysites.com/,40,31,1,0,1,2,0,0,0,0,3,0,3,0,0,0,14,godaddysites,com,3.91017927888364,4361,2578,6940
1,https://us19.campaign-archive.com/?u=2e27d3b9f8bad3e346515a8e3&id=4b11c47495,76,25,1,41,1,2,1,0,1,2,3,0,25,0,0,0,4,campaign-archive,com,4.023465189601647,6872,2258,9131
