phishing,url,url_len,host_len,path_len,query_len,is_https,count_dots,count_hyphen,count_at,count_qm,count_eq,count_slash,count_double_slash,count_digits,has_ip,has_shortener,has_keyword,subdomain_len,domain,suffix,domain_entropy,domain_age,days_to_expire,registration_length
0,https://www.reelclassics.com/Actresses/Wyman/wyman.htm,54,20,26,0,1,2,0,0,0,0,5,0,0,0,0,0,0,www.reelclassics.com,com,3.308694969562842,9910,1776,11687
0,https://www.nopainnogainmovie.com/home/,39,25,6,0,1,2,0,0,0,0,4,0,0,0,0,0,0,www.nopainnogainmovie.com,com,3.383465189601647,7701,333,8035
0,https://www.idioms.thefreedictionary.com/stick+two+fingers+up+at,64,32,24,0,1,3,0,0,0,0,3,0,0,0,0,1,0,www.idioms.thefreedictionary.com,com,3.8431390622295662,8163,3159,11323
0,https://www.people.famouswhy.com/terri_clark/,45,24,13,0,1,3,0,0,0,0,4,0,0,0,0,0,0,www.people.famouswhy.com,com,3.6053885422075336,7143,161,7304
0,https://www.twitter.com/HMSHost,31,15,8,0,1,2,0,0,0,0,3,0,0,0,0,0,0,www.twitter.com,com,2.923231428797621,9394,102,9497
0,https://www.cc.nced.com/html/norman-oklahoma-news.asp,53,15,30,0,1,3,2,0,0,0,4,0,0,0,0,0,0,www.cc.nced.com,com,2.739572261986723,9075,55,9131
0,https://www.law.justia.com/cases/federal/appellate-courts/F2/940/564/192332/,76,18,50,0,1,3,1,0,0,0,10,0,13,0,0,0,0,www.law.justia.com,com,3.350209029099897,8419,3268,11688
0,https://www.facebook.com/people/Robert-Mcnamara/1041786786,58,16,34,0,1,2,1,0,0,0,5,0,10,0,0,0,0,www.facebook.com,com,3.1556390622295662,10423,3091,13514
0,https://www.fltplan.com/AirportInformation/KSAN.htm,51,15,28,0,1,2,0,0,0,0,4,0,0,0,0,0,0,www.fltplan.com,com,3.323231428797621,10291,664,10956
0,https://www.chowhound.chow.com/topics/532423,44,22,14,0,1,3,0,0,0,0,4,0,6,0,0,0,0,www.chowhound.chow.com,com,2.9196905740496963,10942,379,11322
0,https://www.claudedavoine.com/,30,21,1,0,1,2,0,0,0,0,3,0,0,0,0,0,0,www.claudedavoine.com,com,3.594465636961452,6152,56,6209
0,https://www.en.wikipedia.org/wiki/2010%E2%80%9311_Kansas_Jayhawks_men%27s_basketball_team,89,20,61,0,1,3,0,0,0,0,4,0,13,0,0,0,0,www.en.wikipedia.org,org,3.3464393446710154,9037,93,9131
0,https://www.twitter.com/sidlee,30,15,7,0,1,2,0,0,0,0,3,0,0,0,0,0,0,www.twitter.com,com,2.923231428797621,9394,102,9497
0,https://www.apartmentguide.com/apartments/Georgia/Savannah/Kessler-Point/22415/,79,22,49,0,1,2,1,0,0,0,8,0,5,0,0,0,0,www.apartmentguide.com,com,3.788754913993503,9864,726,10591
0,https://www.ca.linkedin.com/in/artefieor,40,19,13,0,1,3,0,0,0,0,4,0,0,0,0,0,0,www.ca.linkedin.com,com,3.431623565847431,8378,387,8766
0,https://www.soleredemption.com/michael-jordan-biography/,56,22,26,0,1,2,2,0,0,0,4,0,0,0,0,0,0,www.soleredemption.com,com,3.629219686524097,7777,257,8035
0,https://www.dys-add.com/symptoms.html,37,15,14,0,1,2,1,0,0,0,3,0,0,0,0,0,0,www.dys-add.com,com,3.139572261986723,10103,3145,13248
0,https://www.freepages.genealogy.rootsweb.ancestry.com/%7Eherbarkin/Wright%20html/notes.html,91,45,38,0,1,5,0,0,0,0,5,0,3,0,0,1,0,www.freepages.genealogy.rootsweb.ancestry.com,com,3.8411714310520324,11106,582,11689
0,https://www.waterguy.us/NWSFreqs.html,37,15,14,0,1,2,0,0,0,0,3,0,0,0,0,0,0,www.waterguy.us,us,3.106890595608519,8280,119,8400
0,https://www.wn.com/Sony_Pictures_Entertainment,46,10,28,0,1,2,0,0,0,0,3,0,0,0,0,0,0,www.wn.com,com,2.321928094887362,11160,3085,14245
0,https://www.chicago.theoffside.com/,35,26,1,0,1,3,0,0,0,0,3,0,0,0,0,0,0,www.chicago.theoffside.com,com,3.6612262562697895,7042,262,7305
0,https://www.fanpix.net/gallery/leonard-cohen-pictures.htm,57,14,35,0,1,2,2,0,0,0,4,0,0,0,0,0,0,www.fanpix.net,net,3.1820058147602133,6453,121,6575
0,https://www.starpulse.com/Movies/Mission_Impossible_3/,54,17,29,0,1,2,0,0,0,0,5,0,1,0,0,0,0,www.starpulse.com,com,3.572469458770135,9718,143,9862
